config_id,battery_type,num_motors,propeller_size,frame_size,radio_receiver,battery_capacity_mah,battery_weight_g,motor_thrust_per_g,total_thrust_g,total_weight_g,thrust_to_weight_ratio,payload_capacity_g,flight_time_min,power_consumption_w,max_speed_kmh,stability_score,crash_probability,drone_cost_usd
CFG-0154,LiPo 3S 2200mAh,4,"7""",220mm Mini,TBS Crossfire,2200,180,900,3600,603,5.97,2997,18.13,77.71,92.44,73.6,0.3656,254.24
CFG-0155,LiPo 6S 8000mAh,6,"5""",330mm Medium,ExpressLRS 900,8000,1050,1000,6000,1792,3.348,4208,29.31,395.23,93.3,81.83,0.3933,495.04
CFG-0156,LiPo 4S 3000mAh,3,"12""",220mm Mini,ExpressLRS 900,3000,320,800,2400,701,3.424,1699,31.92,78.9,81.45,69.85,0.4574,236.32
CFG-0157,LiPo 6S 4000mAh,8,"7""",450mm Standard,TBS Crossfire,4000,680,1100,8800,1871,4.703,6929,12.84,392.87,73.17,82.21,0.2922,641.76
CFG-0158,LiPo 4S 3000mAh,8,"7""",450mm Standard,TBS Crossfire,3000,320,1100,8800,1511,5.824,7289,7.08,297.57,62.68,87.5,0.3155,585.76
CFG-0159,LiPo 6S 4000mAh,4,"5""",220mm Mini,FrSky R-XSR,4000,680,900,3600,1082,3.327,2518,29.11,189.92,148.04,67.88,0.4586,286.72
CFG-0160,LiPo 4S 5000mAh,3,"12""",550mm Heavy,FrSky R-XSR,5000,520,800,2400,1399,1.716,1001,22.67,193.74,36.83,50.53,0.6532,369.6
CFG-0161,LiPo 3S 2200mAh,4,"12""",220mm Mini,DJI FPV Receiver,2200,180,900,3600,672,5.357,2928,19.03,77.8,60.97,73.42,0.3621,301.28
CFG-0162,LiPo 4S 5000mAh,8,"5""",220mm Mini,DJI FPV Receiver,5000,520,1100,8800,1404,6.268,7396,17.31,309.11,79.65,77.49,0.3514,542.08
CFG-0163,LiPo 4S 5000mAh,3,"5""",220mm Mini,DJI FPV Receiver,5000,520,800,2400,849,2.827,1551,31.93,133.03,113.9,54.76,0.4973,266.56
CFG-0164,LiPo 6S 4000mAh,8,"5""",330mm Medium,DJI FPV Receiver,4000,680,1100,8800,1694,5.195,7106,12.19,394.57,97.78,78.69,0.3408,601.44
CFG-0165,LiPo 6S 4000mAh,4,"7""",450mm Standard,TBS Crossfire,4000,680,900,3600,1383,2.603,2217,24.68,228.64,95.13,74.09,0.3716,399.84
CFG-0166,LiPo 4S 5000mAh,3,"9""",450mm Standard,TBS Crossfire,5000,520,800,2400,1154,2.08,1246,30.71,157.7,65.42,55.55,0.5715,339.36
CFG-0167,LiPo 6S 4000mAh,8,"12""",330mm Medium,DJI FPV Receiver,4000,680,1100,8800,1854,4.746,6946,14.91,337.59,61.53,84.24,0.336,691.04
CFG-0168,LiPo 4S 3000mAh,4,"7""",450mm Standard,ExpressLRS 900,3000,320,900,3600,1020,3.529,2580,19.84,153.91,75.81,85.95,0.3268,321.44
CFG-0169,LiPo 3S 2200mAh,3,"9""",330mm Medium,ExpressLRS 900,2200,180,800,2400,661,3.631,1739,19.96,76.42,68.42,70.03,0.5021,230.72
CFG-0170,LiPo 4S 3000mAh,4,"7""",450mm Standard,TBS Crossfire,3000,320,900,3600,1023,3.519,2577,18.0,154.5,71.05,75.22,0.3726,343.84
CFG-0171,LiPo 4S 5000mAh,6,"5""",220mm Mini,TBS Crossfire,5000,520,1000,6000,1135,5.286,4865,21.98,218.27,93.76,80.3,0.3658,396.48
CFG-0172,LiPo 6S 4000mAh,3,"12""",550mm Heavy,DJI FPV Receiver,4000,680,800,2400,1569,1.53,831,23.73,224.89,60.98,55.8,0.7028,443.52
CFG-0173,LiPo 3S 2200mAh,8,"7""",220mm Mini,TBS Crossfire,2200,180,1100,8800,1091,8.066,7709,9.14,194.86,63.71,81.98,0.3522,496.16
CFG-0174,LiPo 4S 3000mAh,6,"9""",330mm Medium,TBS Crossfire,3000,320,1000,6000,1125,5.333,4875,13.6,171.64,62.17,87.84,0.2629,433.44
CFG-0175,LiPo 3S 2200mAh,6,"7""",550mm Heavy,DJI FPV Receiver,2200,180,1000,6000,1324,4.532,4676,6.77,233.33,42.99,77.3,0.3538,486.08
CFG-0176,LiPo 6S 4000mAh,3,"9""",330mm Medium,DJI FPV Receiver,4000,680,800,2400,1169,2.053,1231,35.94,160.37,100.23,54.44,0.5178,342.72
CFG-0177,LiPo 3S 2200mAh,3,"12""",330mm Medium,ExpressLRS 900,2200,180,800,2400,691,3.473,1709,16.98,77.44,61.06,69.5,0.4347,247.52
CFG-0178,LiPo 6S 8000mAh,6,"9""",450mm Standard,ExpressLRS 900,8000,1050,1000,6000,2002,2.997,3998,29.12,363.1,63.74,87.55,0.1923,562.24
CFG-0179,LiPo 6S 4000mAh,4,"5""",220mm Mini,FrSky R-XSR,4000,680,900,3600,1082,3.327,2518,29.03,189.92,141.7,63.98,0.4877,286.72
CFG-0180,LiPo 6S 4000mAh,8,"5""",450mm Standard,FrSky R-XSR,4000,680,1100,8800,1834,4.798,6966,12.93,437.48,79.23,83.87,0.3399,586.88
CFG-0181,LiPo 6S 4000mAh,6,"9""",330mm Medium,DJI FPV Receiver,4000,680,1000,6000,1490,4.027,4510,20.77,247.32,81.97,76.39,0.3886,500.64
CFG-0182,LiPo 6S 8000mAh,3,"9""",220mm Mini,FrSky R-XSR,8000,1050,800,2400,1399,1.716,1001,51.73,202.55,92.38,47.67,0.6709,322.56
CFG-0183,LiPo 3S 2200mAh,6,"9""",550mm Heavy,ExpressLRS 900,2200,180,1000,6000,1352,4.438,4648,3.54,217.97,38.19,87.65,0.2733,472.64
CFG-0184,LiPo 6S 8000mAh,8,"12""",330mm Medium,TBS Crossfire,8000,1050,1100,8800,2219,3.966,6581,23.89,426.44,51.95,89.7,0.2201,741.44
CFG-0185,LiPo 6S 8000mAh,8,"7""",220mm Mini,ExpressLRS 900,8000,1050,1100,8800,1958,4.494,6842,26.39,416.78,79.87,85.41,0.3684,613.76
CFG-0186,LiPo 3S 2200mAh,4,"12""",450mm Standard,DJI FPV Receiver,2200,180,900,3600,952,3.782,2648,11.37,122.35,44.91,78.0,0.3556,368.48
CFG-0187,LiPo 6S 8000mAh,8,"5""",220mm Mini,TBS Crossfire,8000,1050,1100,8800,1929,4.562,6871,21.32,467.17,93.69,75.66,0.4067,618.24
CFG-0188,LiPo 3S 2200mAh,3,"5""",550mm Heavy,FrSky R-XSR,2200,180,800,2400,999,2.402,1401,9.43,164.36,64.95,58.97,0.5228,283.36
CFG-0189,LiPo 6S 8000mAh,4,"7""",550mm Heavy,TBS Crossfire,8000,1050,900,3600,1973,1.825,1627,30.72,362.87,64.28,66.4,0.5268,511.84
CFG-0190,LiPo 6S 8000mAh,6,"5""",550mm Heavy,TBS Crossfire,8000,1050,1000,6000,2165,2.771,3835,20.83,505.36,68.27,78.67,0.2868,601.44
CFG-0191,LiPo 6S 8000mAh,6,"12""",220mm Mini,FrSky R-XSR,8000,1050,1000,6000,1780,3.371,4220,37.34,298.1,71.52,76.99,0.357,514.08
CFG-0192,LiPo 4S 5000mAh,6,"12""",330mm Medium,TBS Crossfire,5000,520,1000,6000,1385,4.332,4615,19.61,215.13,55.26,87.85,0.2549,497.28
CFG-0193,LiPo 4S 3000mAh,4,"12""",220mm Mini,FrSky R-XSR,3000,320,900,3600,802,4.489,2798,25.47,97.91,71.02,75.24,0.3,275.52
CFG-0194,LiPo 6S 4000mAh,8,"9""",450mm Standard,DJI FPV Receiver,4000,680,1100,8800,1924,4.574,6876,16.82,370.36,63.68,85.89,0.3571,679.84
CFG-0195,LiPo 6S 8000mAh,6,"9""",450mm Standard,DJI FPV Receiver,8000,1050,1000,6000,2010,2.985,3990,30.33,364.99,61.4,82.51,0.3099,595.84
CFG-0196,LiPo 6S 4000mAh,3,"5""",330mm Medium,ExpressLRS 900,4000,680,800,2400,1131,2.122,1269,27.54,193.13,128.53,55.11,0.5014,292.32
CFG-0197,LiPo 4S 5000mAh,3,"9""",550mm Heavy,ExpressLRS 900,5000,520,800,2400,1371,1.751,1029,21.26,197.3,49.73,59.2,0.619,367.36
CFG-0198,LiPo 6S 8000mAh,8,"7""",220mm Mini,TBS Crossfire,8000,1050,1100,8800,1961,4.488,6839,26.34,417.61,79.61,82.82,0.2565,636.16
CFG-0199,LiPo 3S 2200mAh,4,"5""",330mm Medium,DJI FPV Receiver,2200,180,900,3600,722,4.986,2878,13.02,112.25,89.34,70.17,0.4698,290.08
CFG-0200,LiPo 6S 8000mAh,4,"9""",450mm Standard,FrSky R-XSR,8000,1050,900,3600,1772,2.032,1828,38.95,286.88,68.05,64.81,0.476,437.92
CFG-0201,LiPo 3S 2200mAh,6,"7""",550mm Heavy,TBS Crossfire,2200,180,1000,6000,1319,4.549,4681,7.42,232.18,43.22,87.2,0.3337,474.88
CFG-0202,LiPo 4S 5000mAh,3,"12""",330mm Medium,DJI FPV Receiver,5000,520,800,2400,1039,2.31,1361,33.3,131.6,63.15,54.98,0.553,333.76
CFG-0203,LiPo 6S 4000mAh,4,"5""",450mm Standard,TBS Crossfire,4000,680,900,3600,1367,2.634,2233,20.03,257.38,105.37,71.84,0.4451,390.88
CFG-0204,LiPo 6S 8000mAh,3,"7""",550mm Heavy,FrSky R-XSR,8000,1050,800,2400,1881,1.276,519,34.39,327.39,72.07,43.4,0.799,430.08
CFG-0205,LiPo 6S 8000mAh,3,"5""",330mm Medium,FrSky R-XSR,8000,1050,800,2400,1499,1.601,901,37.05,278.55,112.11,50.54,0.6067,339.36
CFG-0206,LiPo 3S 2200mAh,6,"9""",550mm Heavy,DJI FPV Receiver,2200,180,1000,6000,1360,4.412,4640,7.26,219.65,40.76,85.89,0.2733,506.24
CFG-0207,LiPo 6S 8000mAh,4,"12""",550mm Heavy,FrSky R-XSR,8000,1050,900,3600,2032,1.772,1568,30.85,327.86,43.82,63.61,0.512,510.72
CFG-0208,LiPo 3S 2200mAh,8,"7""",550mm Heavy,FrSky R-XSR,2200,180,1100,8800,1586,5.549,7214,4.92,316.92,36.55,87.14,0.2116,576.8
CFG-0209,LiPo 4S 5000mAh,4,"12""",220mm Mini,TBS Crossfire,5000,520,900,3600,1007,3.575,2593,35.57,131.62,61.71,79.92,0.3508,342.72
CFG-0210,LiPo 6S 4000mAh,8,"7""",550mm Heavy,TBS Crossfire,4000,680,1100,8800,2091,4.209,6709,10.25,453.95,63.64,86.51,0.2823,692.16
CFG-0211,LiPo 3S 2200mAh,6,"12""",550mm Heavy,FrSky R-XSR,2200,180,1000,6000,1410,4.255,4590,3.15,220.19,28.96,82.39,0.345,491.68
CFG-0212,LiPo 6S 8000mAh,8,"7""",330mm Medium,TBS Crossfire,8000,1050,1100,8800,2091,4.209,6709,24.11,453.95,73.79,85.97,0.3822,669.76
CFG-0213,LiPo 6S 4000mAh,4,"5""",330mm Medium,DJI FPV Receiver,4000,680,900,3600,1222,2.946,2378,22.34,222.47,121.77,66.85,0.4334,368.48
CFG-0214,LiPo 4S 5000mAh,3,"5""",220mm Mini,ExpressLRS 900,5000,520,800,2400,841,2.854,1559,32.96,131.4,117.16,63.38,0.4506,232.96
CFG-0215,LiPo 6S 4000mAh,3,"12""",330mm Medium,DJI FPV Receiver,4000,680,800,2400,1199,2.002,1201,32.95,158.54,84.22,55.62,0.5605,359.52
CFG-0216,LiPo 6S 4000mAh,4,"5""",450mm Standard,FrSky R-XSR,4000,680,900,3600,1362,2.643,2238,21.87,256.16,107.77,66.02,0.555,353.92
CFG-0217,LiPo 3S 2200mAh,8,"9""",330mm Medium,FrSky R-XSR,2200,180,1100,8800,1264,6.962,7536,8.92,214.5,47.83,83.13,0.2548,519.68
CFG-0218,LiPo 3S 2200mAh,4,"5""",220mm Mini,FrSky R-XSR,2200,180,900,3600,582,6.186,3018,17.18,84.82,103.49,61.76,0.4868,208.32
CFG-0219,LiPo 6S 8000mAh,8,"12""",550mm Heavy,DJI FPV Receiver,8000,1050,1100,8800,2594,3.392,6206,17.69,522.41,35.67,78.99,0.3535,836.64
CFG-0220,LiPo 6S 4000mAh,6,"7""",550mm Heavy,FrSky R-XSR,4000,680,1000,6000,1814,3.308,4186,15.24,351.35,68.45,78.31,0.2849,516.32
CFG-0221,LiPo 6S 8000mAh,6,"7""",330mm Medium,FrSky R-XSR,8000,1050,1000,6000,1814,3.308,4186,30.55,351.35,80.48,76.66,0.3491,493.92
CFG-0222,LiPo 6S 4000mAh,3,"12""",550mm Heavy,ExpressLRS 900,4000,680,800,2400,1561,1.537,839,22.75,223.4,54.23,58.25,0.5443,409.92
CFG-0223,LiPo 6S 4000mAh,8,"7""",450mm Standard,TBS Crossfire,4000,680,1100,8800,1871,4.703,6929,11.51,392.87,73.56,84.24,0.2259,641.76
CFG-0224,LiPo 6S 8000mAh,3,"7""",220mm Mini,TBS Crossfire,8000,1050,800,2400,1386,1.732,1014,47.56,220.12,106.51,53.92,0.5853,349.44
CFG-0225,LiPo 6S 8000mAh,4,"9""",330mm Medium,DJI FPV Receiver,8000,1050,900,3600,1632,2.206,1968,39.12,257.77,76.94,65.11,0.4806,452.48
CFG-0226,LiPo 4S 5000mAh,3,"12""",450mm Standard,ExpressLRS 900,5000,520,800,2400,1181,2.032,1219,25.95,155.45,50.75,62.3,0.503,333.76
CFG-0227,LiPo 4S 3000mAh,8,"9""",220mm Mini,FrSky R-XSR,3000,320,1100,8800,1274,6.907,7526,10.98,216.71,59.08,80.95,0.3337,508.48
CFG-0228,LiPo 3S 2200mAh,8,"5""",550mm Heavy,FrSky R-XSR,2200,180,1100,8800,1554,5.663,7246,3.86,352.72,43.12,82.99,0.3145,558.88
CFG-0229,LiPo 6S 8000mAh,8,"9""",450mm Standard,TBS Crossfire,8000,1050,1100,8800,2289,3.844,6511,21.53,464.19,48.01,90.45,0.236,730.24
CFG-0230,LiPo 6S 8000mAh,6,"5""",550mm Heavy,DJI FPV Receiver,8000,1050,1000,6000,2170,2.765,3830,24.04,506.88,68.51,76.8,0.3674,612.64
CFG-0231,LiPo 4S 5000mAh,8,"5""",220mm Mini,DJI FPV Receiver,5000,520,1100,8800,1404,6.268,7396,13.16,309.11,84.7,73.56,0.3339,542.08
CFG-0232,LiPo 4S 5000mAh,6,"9""",550mm Heavy,ExpressLRS 900,5000,520,1000,6000,1692,3.546,4308,17.0,291.77,44.18,93.84,0.1877,525.28
CFG-0233,LiPo 3S 2200mAh,3,"7""",450mm Standard,TBS Crossfire,2200,180,800,2400,796,3.015,1604,13.37,107.04,67.55,67.67,0.4591,276.64
CFG-0234,LiPo 4S 3000mAh,4,"5""",550mm Heavy,DJI FPV Receiver,3000,320,900,3600,1232,2.922,2368,10.33,224.84,69.78,74.97,0.3741,396.48
CFG-0235,LiPo 6S 4000mAh,4,"9""",330mm Medium,ExpressLRS 900,4000,680,900,3600,1254,2.871,2346,29.46,183.01,90.12,78.09,0.3181,357.28
CFG-0236,LiPo 6S 4000mAh,4,"5""",330mm Medium,TBS Crossfire,4000,680,900,3600,1217,2.958,2383,24.55,221.29,124.3,72.94,0.4739,357.28
CFG-0237,LiPo 3S 2200mAh,8,"5""",450mm Standard,TBS Crossfire,2200,180,1100,8800,1339,6.572,7461,5.5,290.64,55.18,88.26,0.232,545.44
CFG-0238,LiPo 6S 8000mAh,4,"12""",330mm Medium,DJI FPV Receiver,8000,1050,900,3600,1672,2.153,1928,39.94,254.45,63.84,64.99,0.4438,474.88
CFG-0239,LiPo 4S 5000mAh,3,"7""",550mm Heavy,FrSky R-XSR,5000,520,800,2400,1351,1.776,1049,20.04,212.92,58.57,51.21,0.6342,342.72
CFG-0240,LiPo 4S 3000mAh,6,"9""",450mm Standard,ExpressLRS 900,3000,320,1000,6000,1272,4.717,4728,13.97,201.35,59.36,96.25,0.2409,444.64
CFG-0241,LiPo 4S 5000mAh,6,"7""",450mm Standard,ExpressLRS 900,5000,520,1000,6000,1436,4.178,4564,18.25,259.31,61.75,91.62,0.2634,454.72
CFG-0242,LiPo 4S 3000mAh,4,"12""",550mm Heavy,FrSky R-XSR,3000,320,900,3600,1302,2.765,2298,15.3,183.82,44.07,72.73,0.3691,393.12
CFG-0243,LiPo 4S 3000mAh,4,"9""",220mm Mini,TBS Crossfire,3000,320,900,3600,767,4.694,2833,28.72,96.59,94.04,78.73,0.3817,290.08
CFG-0244,LiPo 6S 8000mAh,3,"12""",550mm Heavy,TBS Crossfire,8000,1050,800,2400,1934,1.241,466,36.45,295.16,48.52,56.54,0.7107,493.92
CFG-0245,LiPo 6S 4000mAh,6,"12""",450mm Standard,ExpressLRS 900,4000,680,1000,6000,1692,3.546,4308,20.17,279.09,57.28,95.33,0.1896,534.24
CFG-0246,LiPo 4S 5000mAh,4,"5""",330mm Medium,FrSky R-XSR,5000,520,900,3600,1052,3.422,2548,23.62,183.11,88.5,72.44,0.3861,294.56
CFG-0247,LiPo 6S 8000mAh,4,"9""",550mm Heavy,FrSky R-XSR,8000,1050,900,3600,1992,1.807,1608,34.22,334.02,61.47,71.11,0.5058,488.32
CFG-0248,LiPo 4S 3000mAh,4,"7""",450mm Standard,ExpressLRS 900,3000,320,900,3600,1020,3.529,2580,15.82,153.91,78.35,83.95,0.3343,321.44
CFG-0249,LiPo 4S 3000mAh,4,"5""",450mm Standard,DJI FPV Receiver,3000,320,900,3600,1012,3.557,2588,11.14,174.11,90.59,70.45,0.3775,346.08
CFG-0250,LiPo 3S 2200mAh,4,"9""",550mm Heavy,FrSky R-XSR,2200,180,900,3600,1122,3.209,2478,11.52,158.38,44.49,73.78,0.4593,348.32
CFG-0251,LiPo 6S 4000mAh,8,"12""",450mm Standard,ExpressLRS 900,4000,680,1100,8800,1996,4.409,6804,15.61,371.59,53.91,94.22,0.2168,691.04
CFG-0252,LiPo 4S 5000mAh,3,"9""",220mm Mini,TBS Crossfire,5000,520,800,2400,874,2.746,1526,39.61,109.88,87.41,55.87,0.5412,272.16
CFG-0253,LiPo 6S 8000mAh,6,"7""",450mm Standard,TBS Crossfire,8000,1050,1000,6000,1969,3.047,4031,26.39,390.87,67.38,80.55,0.2165,564.48
CFG-0254,LiPo 6S 8000mAh,4,"12""",220mm Mini,DJI FPV Receiver,8000,1050,900,3600,1542,2.335,2058,46.48,229.04,77.64,69.23,0.4048,441.28
CFG-0255,LiPo 3S 2200mAh,4,"7""",550mm Heavy,DJI FPV Receiver,2200,180,900,3600,1108,3.249,2492,9.14,171.39,48.03,76.31,0.3689,383.04
CFG-0256,LiPo 6S 4000mAh,4,"7""",330mm Medium,DJI FPV Receiver,4000,680,900,3600,1238,2.908,2362,25.48,197.98,105.64,67.37,0.3611,377.44
CFG-0257,LiPo 3S 2200mAh,3,"7""",550mm Heavy,FrSky R-XSR,2200,180,800,2400,1011,2.374,1389,9.24,146.06,52.9,59.29,0.4607,290.08
CFG-0258,LiPo 3S 2200mAh,6,"9""",330mm Medium,ExpressLRS 900,2200,180,1000,6000,982,6.11,5018,11.37,143.84,52.27,83.91,0.3063,388.64
CFG-0259,LiPo 6S 8000mAh,4,"7""",550mm Heavy,DJI FPV Receiver,8000,1050,900,3600,1978,1.82,1622,30.6,364.07,61.81,60.12,0.5717,523.04
CFG-0260,LiPo 3S 2200mAh,6,"9""",220mm Mini,FrSky R-XSR,2200,180,1000,6000,850,7.059,5150,9.87,119.22,68.45,74.9,0.3434,340.48
CFG-0261,LiPo 3S 2200mAh,3,"12""",220mm Mini,FrSky R-XSR,2200,180,800,2400,559,4.293,1841,25.57,58.79,71.81,61.43,0.4734,199.36
CFG-0262,LiPo 3S 2200mAh,4,"7""",330mm Medium,TBS Crossfire,2200,180,900,3600,733,4.911,2867,14.27,100.17,79.92,76.71,0.3254,287.84
CFG-0263,LiPo 3S 2200mAh,4,"7""",330mm Medium,DJI FPV Receiver,2200,180,900,3600,738,4.878,2862,17.15,101.06,73.06,69.37,0.4249,299.04
CFG-0264,LiPo 6S 4000mAh,6,"7""",450mm Standard,DJI FPV Receiver,4000,680,1000,6000,1604,3.741,4396,17.77,299.42,88.02,83.28,0.2915,514.08
CFG-0265,LiPo 4S 3000mAh,6,"12""",330mm Medium,DJI FPV Receiver,3000,320,1000,6000,1190,5.042,4810,12.91,176.62,54.38,79.82,0.3553,478.24
CFG-0266,LiPo 3S 2200mAh,8,"7""",550mm Heavy,TBS Crossfire,2200,180,1100,8800,1591,5.531,7209,7.35,318.21,44.32,88.44,0.2351,613.76
CFG-0267,LiPo 6S 4000mAh,3,"7""",550mm Heavy,ExpressLRS 900,4000,680,800,2400,1513,1.586,887,22.05,246.69,77.23,56.83,0.6224,383.04
CFG-0268,LiPo 4S 5000mAh,3,"9""",450mm Standard,DJI FPV Receiver,5000,520,800,2400,1159,2.071,1241,29.9,158.59,58.96,53.23,0.5115,350.56
CFG-0269,LiPo 3S 2200mAh,6,"9""",550mm Heavy,TBS Crossfire,2200,180,1000,6000,1355,4.428,4645,4.87,218.6,37.6,90.8,0.2696,495.04
CFG-0270,LiPo 4S 5000mAh,3,"9""",450mm Standard,TBS Crossfire,5000,520,800,2400,1154,2.08,1246,28.2,157.7,57.42,58.87,0.513,339.36
CFG-0271,LiPo 6S 8000mAh,8,"12""",550mm Heavy,ExpressLRS 900,8000,1050,1100,8800,2586,3.403,6214,21.99,520.32,35.82,95.67,0.1811,803.04
CFG-0272,LiPo 3S 2200mAh,6,"5""",450mm Standard,FrSky R-XSR,2200,180,1000,6000,1070,5.607,4930,8.97,202.16,67.99,75.18,0.3633,374.08
CFG-0273,LiPo 4S 5000mAh,3,"5""",450mm Standard,FrSky R-XSR,5000,520,800,2400,1119,2.145,1281,22.52,190.47,78.58,54.65,0.5352,285.6
CFG-0274,LiPo 4S 5000mAh,8,"12""",220mm Mini,ExpressLRS 900,5000,520,1100,8800,1556,5.656,7244,16.93,268.82,50.09,84.57,0.2617,598.08
CFG-0275,LiPo 4S 5000mAh,8,"12""",330mm Medium,TBS Crossfire,5000,520,1100,8800,1689,5.21,7111,14.16,299.07,40.86,88.63,0.2431,654.08
CFG-0276,LiPo 4S 5000mAh,8,"7""",220mm Mini,ExpressLRS 900,5000,520,1100,8800,1428,6.162,7372,18.48,276.5,69.25,89.15,0.3179,526.4
CFG-0277,LiPo 3S 2200mAh,3,"12""",450mm Standard,TBS Crossfire,2200,180,800,2400,844,2.844,1556,14.64,100.44,48.03,69.7,0.3876,303.52
CFG-0278,LiPo 4S 3000mAh,6,"12""",550mm Heavy,DJI FPV Receiver,3000,320,1000,6000,1560,3.846,4440,9.22,251.12,39.17,87.25,0.2578,562.24
CFG-0279,LiPo 6S 8000mAh,6,"5""",220mm Mini,FrSky R-XSR,8000,1050,1000,6000,1660,3.614,4340,30.55,357.81,107.38,74.55,0.3983,446.88
CFG-0280,LiPo 4S 5000mAh,8,"5""",450mm Standard,TBS Crossfire,5000,520,1100,8800,1679,5.241,7121,12.67,390.04,62.23,81.07,0.2673,598.08
CFG-0281,LiPo 6S 4000mAh,3,"12""",330mm Medium,ExpressLRS 900,4000,680,800,2400,1191,2.015,1209,35.86,157.16,79.97,59.92,0.5,325.92
CFG-0282,LiPo 4S 3000mAh,4,"9""",330mm Medium,DJI FPV Receiver,3000,320,900,3600,902,3.991,2698,23.15,119.25,80.09,76.11,0.448,334.88
CFG-0283,LiPo 6S 4000mAh,6,"5""",550mm Heavy,ExpressLRS 900,4000,680,1000,6000,1792,3.348,4208,14.03,395.23,84.84,86.58,0.2645,517.44
CFG-0284,LiPo 3S 2200mAh,8,"12""",220mm Mini,TBS Crossfire,2200,180,1100,8800,1219,7.219,7581,5.08,195.73,45.3,88.05,0.2317,567.84
CFG-0285,LiPo 6S 4000mAh,6,"12""",550mm Heavy,DJI FPV Receiver,4000,680,1000,6000,1920,3.125,4080,15.66,328.93,50.47,86.33,0.3707,618.24
CFG-0286,LiPo 3S 2200mAh,8,"7""",550mm Heavy,ExpressLRS 900,2200,180,1100,8800,1588,5.542,7212,5.89,317.44,36.26,97.83,0.2191,591.36
CFG-0287,LiPo 6S 4000mAh,3,"9""",550mm Heavy,FrSky R-XSR,4000,680,800,2400,1529,1.57,871,23.71,227.35,73.23,49.19,0.6357,378.56
CFG-0288,LiPo 4S 5000mAh,4,"12""",220mm Mini,TBS Crossfire,5000,520,900,3600,1007,3.575,2593,36.15,131.62,69.28,79.82,0.3645,342.72
CFG-0289,LiPo 6S 4000mAh,6,"9""",550mm Heavy,DJI FPV Receiver,4000,680,1000,6000,1860,3.226,4140,17.24,329.98,56.53,83.23,0.2364,584.64
CFG-0290,LiPo 3S 2200mAh,3,"12""",450mm Standard,TBS Crossfire,2200,180,800,2400,844,2.844,1556,14.43,100.44,47.07,67.27,0.3511,303.52
CFG-0291,LiPo 4S 3000mAh,6,"12""",450mm Standard,DJI FPV Receiver,3000,320,1000,6000,1340,4.478,4660,9.17,206.09,41.78,90.04,0.2294,511.84
CFG-0292,LiPo 4S 5000mAh,8,"5""",550mm Heavy,DJI FPV Receiver,5000,520,1100,8800,1904,4.622,6896,11.11,459.31,57.51,84.14,0.3104,659.68
CFG-0293,LiPo 3S 2200mAh,4,"9""",220mm Mini,FrSky R-XSR,2200,180,900,3600,622,5.788,2978,20.64,73.56,86.35,71.23,0.3992,230.72
CFG-0294,LiPo 3S 2200mAh,8,"5""",220mm Mini,FrSky R-XSR,2200,180,1100,8800,1054,8.349,7746,7.08,212.93,78.24,77.09,0.3973,441.28
CFG-0295,LiPo 6S 8000mAh,8,"9""",330mm Medium,ExpressLRS 900,8000,1050,1100,8800,2136,4.12,6664,26.25,424.27,61.52,88.99,0.2135,674.24
CFG-0296,LiPo 4S 5000mAh,8,"12""",550mm Heavy,FrSky R-XSR,5000,520,1100,8800,2054,4.284,6746,12.67,385.68,34.97,90.41,0.2249,701.12
CFG-0297,LiPo 6S 4000mAh,4,"5""",550mm Heavy,FrSky R-XSR,4000,680,900,3600,1582,2.276,2018,16.4,311.21,87.77,70.84,0.4455,404.32
CFG-0298,LiPo 4S 3000mAh,8,"7""",220mm Mini,ExpressLRS 900,3000,320,1100,8800,1228,7.166,7572,10.72,227.25,79.15,88.9,0.3471,496.16
CFG-0299,LiPo 3S 2200mAh,3,"12""",330mm Medium,ExpressLRS 900,2200,180,800,2400,691,3.473,1709,19.69,77.44,57.07,74.58,0.4248,247.52
CFG-0300,LiPo 4S 3000mAh,6,"9""",220mm Mini,TBS Crossfire,3000,320,1000,6000,995,6.03,5005,16.5,146.32,78.23,82.45,0.2699,399.84
CFG-0301,LiPo 6S 8000mAh,4,"5""",330mm Medium,ExpressLRS 900,8000,1050,900,3600,1584,2.273,2016,32.47,311.72,103.15,69.13,0.4156,396.48
CFG-0302,LiPo 4S 5000mAh,6,"5""",450mm Standard,FrSky R-XSR,5000,520,1000,6000,1410,4.255,4590,16.54,289.4,69.22,77.04,0.3827,426.72
CFG-0303,LiPo 3S 2200mAh,6,"12""",220mm Mini,TBS Crossfire,2200,180,1000,6000,915,6.557,5085,12.38,125.51,54.72,87.42,0.2417,411.04
CFG-0304,LiPo 3S 2200mAh,3,"7""",330mm Medium,TBS Crossfire,2200,180,800,2400,646,3.715,1754,20.05,81.6,81.52,66.37,0.4573,243.04
CFG-0305,LiPo 3S 2200mAh,6,"9""",550mm Heavy,ExpressLRS 900,2200,180,1000,6000,1352,4.438,4648,3.97,217.97,40.82,95.61,0.2344,472.64
CFG-0306,LiPo 3S 2200mAh,8,"9""",330mm Medium,DJI FPV Receiver,2200,180,1100,8800,1274,6.907,7526,7.43,216.71,42.81,82.64,0.3286,567.84
CFG-0307,LiPo 4S 3000mAh,8,"7""",550mm Heavy,ExpressLRS 900,3000,320,1100,8800,1728,5.093,7072,6.68,354.29,47.25,87.2,0.2411,613.76
